,IS_TENT,GENDER,AGE,MARITAL_STATUS,PROFESSION
30617,False,F,45,Unspecified,Hospitality
30618,False,F,45,Unspecified,Hospitality
30619,False,M,33,Single,Other
30620,False,M,33,Single,Other
30621,False,M,32,Single,Professional
30622,False,M,32,Single,Professional
30623,False,M,32,Single,Professional
30624,False,M,32,Single,Professional
30625,False,M,32,Single,Professional
30626,False,F,32,Single,Other
30627,False,F,32,Single,Other
30628,False,M,32,Married,Trades
30629,False,M,32,Married,Trades
30630,False,M,32,Married,Trades
30631,False,F,31,Single,Professional
30632,False,F,31,Single,Professional
30633,False,M,51,Married,Professional
30634,False,M,51,Married,Professional
30635,False,M,51,Married,Professional
30636,False,M,51,Married,Professional
30637,False,M,51,Married,Professional
30638,False,F,23,Single,Retail
30639,False,F,23,Single,Retail
30640,False,M,30,Married,Professional
30641,False,M,30,Married,Professional
30642,False,F,40,Married,Retired
30643,False,F,40,Married,Retired
30644,False,M,29,Married,Other
30645,False,M,29,Married,Other
30646,False,M,29,Married,Other
30647,False,M,29,Married,Other
30648,False,M,39,Married,Professional
30649,False,M,39,Married,Professional
30650,False,M,39,Married,Professional
30651,False,M,27,Single,Other
30652,False,M,27,Single,Other
30653,False,F,46,Married,Executive
30654,False,F,46,Married,Executive
30655,False,F,46,Married,Executive
30656,False,F,61,Unspecified,Hospitality
30657,False,F,61,Unspecified,Hospitality
30658,False,F,61,Unspecified,Hospitality
30659,False,F,45,Married,Professional
30660,False,F,45,Married,Professional
30661,False,F,22,Married,Other
30662,False,F,22,Married,Other
30663,False,F,22,Married,Other
30664,False,F,22,Married,Other
30665,False,M,19,Single,Student
30666,False,M,19,Single,Student
30667,False,F,43,Unspecified,Hospitality
30668,False,F,43,Unspecified,Hospitality
30669,False,M,40,Married,Trades
30670,True,M,40,Married,Trades
30671,True,F,46,Married,Executive
30672,False,F,46,Married,Executive
30673,False,F,46,Married,Executive
30674,False,F,46,Married,Executive
30675,False,F,27,Single,Other
30676,False,F,27,Single,Other
30677,False,M,30,Married,Executive
30678,False,M,30,Married,Executive
30679,False,M,30,Married,Executive
30680,False,M,30,Married,Executive
30681,False,M,30,Married,Executive
30682,False,F,34,Married,Other
30683,False,F,34,Married,Other
30684,False,F,34,Married,Other
30685,False,F,34,Married,Other
30686,False,F,34,Married,Other
30687,False,F,35,Married,Other
30688,False,F,35,Married,Other
30689,False,F,35,Married,Other
30690,False,F,35,Married,Other
30691,False,F,35,Married,Other
30692,False,M,19,Single,Other
30693,False,M,19,Single,Other
30694,False,F,39,Single,Professional
30695,False,F,39,Single,Professional
30696,False,M,25,Single,Other
30697,False,M,25,Single,Other
30698,False,M,25,Single,Other
30699,False,M,25,Single,Other
30700,False,M,25,Single,Other
30701,True,F,30,Married,Executive
30702,False,F,30,Married,Executive
30703,False,F,30,Married,Executive
30704,True,F,30,Married,Executive
30705,False,F,30,Married,Executive
30706,False,M,40,Married,Other
30707,False,M,40,Married,Other
30708,False,M,40,Married,Other
30709,False,M,40,Married,Other
30710,False,M,40,Married,Other
30711,False,M,40,Married,Other
30712,False,M,27,Single,Trades
30713,False,M,27,Single,Trades
30714,False,M,27,Single,Trades
30715,False,M,27,Single,Trades
30716,False,M,49,Married,Professional
30717,False,M,49,Married,Professional
30718,False,M,49,Married,Professional
30719,False,F,24,Single,Other
30720,False,F,24,Single,Other
30721,False,M,33,Married,Other
30722,False,M,33,Married,Other
30723,False,M,33,Married,Other
30724,False,M,33,Married,Other
30725,False,M,33,Married,Other
30726,False,M,33,Married,Other
30727,False,M,35,Married,Other
30728,False,M,35,Married,Other
30729,False,M,35,Married,Other
30730,False,M,35,Married,Other
30731,False,M,32,Married,Sales
30732,False,M,32,Married,Sales
30733,True,M,32,Married,Sales
30734,False,M,32,Married,Sales
30735,False,F,60,Married,Retired
30736,False,F,60,Married,Retired
30737,False,M,38,Married,Other
30738,False,M,38,Married,Other
30739,False,M,38,Married,Other
30740,False,M,38,Married,Other
30741,False,M,19,Single,Sales
30742,False,M,19,Single,Sales
30743,False,M,19,Single,Sales
30744,False,M,19,Single,Sales
30745,False,F,29,Single,Professional
30746,False,M,41,Single,Sales
30747,False,M,41,Single,Sales
30748,False,M,41,Single,Sales
30749,False,F,36,Unspecified,Hospitality
30750,False,F,36,Unspecified,Hospitality
30751,False,M,59,Married,Professional
30752,False,M,59,Married,Professional
30753,True,M,42,Single,Professional
30754,False,M,42,Single,Professional
30755,False,F,28,Single,Professional
30756,False,F,29,Single,Professional
30757,True,M,29,Single,Other
30758,False,M,29,Single,Other
30759,False,F,37,Married,Other
30760,False,F,37,Married,Other
30761,False,F,37,Married,Other
30762,False,F,43,Married,Retired
30763,True,M,21,Single,Professional
30764,False,M,21,Single,Professional
30765,True,M,23,Single,Professional
30766,False,M,35,Married,Other
30767,False,M,24,Single,Other
30768,False,M,24,Single,Other
30769,False,M,27,Single,Other
30770,False,F,51,Married,Retired
30771,False,M,21,Single,Sales
30772,False,M,21,Single,Sales
30773,False,M,28,Single,Other
30774,True,M,25,Single,Sales
30775,False,M,37,Married,Trades
30776,False,M,37,Married,Trades
30777,False,F,30,Married,Hospitality
30778,False,F,30,Married,Hospitality
30779,False,F,27,Married,Other
30780,False,F,27,Married,Other
30781,False,M,36,Married,Executive
30782,False,F,43,Married,Executive
30783,False,M,46,Married,Trades
30784,False,M,46,Married,Trades
30785,False,F,57,Married,Other
30786,True,M,22,Single,Professional
30787,False,M,22,Single,Professional
30788,False,M,24,Single,Student
30789,False,M,24,Single,Student
30790,True,M,21,Single,Trades
30791,False,M,28,Married,Professional
30792,False,F,55,Married,Other
30793,False,F,55,Married,Other
30794,False,F,34,Married,Other
30795,False,F,34,Married,Other
30796,False,F,34,Married,Other
30797,False,F,34,Married,Other
30798,True,M,38,Married,Trades
30799,False,M,41,Married,Other
30800,True,M,23,Single,Professional
30801,False,M,23,Single,Professional
30802,False,M,44,Married,Other
30803,False,M,44,Married,Other
30804,False,F,45,Married,Executive
30805,False,F,45,Married,Executive
30806,True,F,45,Married,Executive
30807,False,F,30,Single,Professional
30808,False,M,29,Married,Sales
30809,False,M,29,Married,Sales
30810,False,M,29,Married,Sales
30811,False,M,39,Married,Executive
30812,False,M,39,Married,Executive
30813,False,M,39,Married,Executive
30814,False,M,33,Unspecified,Professional
30815,False,F,29,Single,Professional
30816,False,M,52,Unspecified,Other
30817,False,M,52,Unspecified,Other
30818,False,M,52,Unspecified,Other
30819,False,F,29,Single,Other
30820,False,F,40,Married,Other
30821,False,F,40,Married,Other
30822,False,F,40,Married,Other
30823,False,M,29,Single,Other
30824,True,M,29,Single,Other
30825,False,M,43,Married,Sales
30826,False,M,43,Married,Sales
30827,False,M,43,Married,Sales
30828,False,M,40,Married,Other
30829,False,M,40,Married,Other
30830,False,F,39,Married,Other
30831,False,F,39,Married,Other
30832,False,F,39,Married,Other
30833,False,M,42,Married,Executive
30834,False,M,42,Married,Executive
30835,False,M,42,Married,Executive
30836,False,M,42,Married,Executive
30837,False,F,68,Married,Other
30838,False,F,68,Married,Other
30839,False,F,68,Married,Other
30840,False,M,41,Married,Trades
30841,False,M,41,Married,Trades
30842,False,F,29,Married,Professional
30843,False,F,29,Married,Professional
30844,False,F,29,Married,Professional
30845,False,M,36,Married,Executive
30846,False,M,36,Married,Executive
30847,False,M,36,Married,Executive
30848,False,M,36,Married,Executive
30849,False,M,36,Married,Executive
30850,False,M,30,Married,Other
30851,True,M,30,Married,Other
30852,False,M,30,Married,Other
30853,False,M,30,Married,Other
30854,False,M,44,Single,Sales
30855,False,M,44,Single,Sales
30856,False,M,44,Single,Sales
30857,False,F,27,Single,Other
30858,False,F,27,Single,Other
30859,False,F,27,Single,Other
30860,False,F,27,Single,Other
30861,False,F,27,Single,Other
30862,False,M,44,Married,Other
30863,True,M,44,Married,Other
30864,False,M,44,Married,Other
30865,False,F,54,Married,Other
30866,False,F,54,Married,Other
30867,False,F,54,Married,Other
30868,False,F,54,Married,Other
30869,False,F,38,Single,Professional
30870,False,F,38,Single,Professional
30871,True,F,38,Single,Professional
30872,False,F,28,Single,Other
30873,False,F,28,Single,Other
30874,True,F,28,Single,Other
30875,False,F,18,Single,Other
30876,False,F,18,Single,Other
30877,False,F,50,Married,Retail
30878,True,F,50,Married,Retail
30879,False,F,50,Married,Retail
30880,False,F,31,Married,Executive
30881,False,F,31,Married,Executive
30882,False,F,43,Married,Other
30883,False,F,43,Married,Other
30884,False,F,43,Married,Other
30885,False,M,32,Unspecified,Professional
30886,False,M,32,Unspecified,Professional
30887,False,M,32,Unspecified,Professional
30888,False,F,29,Single,Other
30889,False,F,29,Single,Other
30890,False,F,20,Single,Student
30891,False,F,20,Single,Student
30892,False,F,26,Married,Other
30893,False,F,26,Married,Other
30894,False,F,55,Married,Other
30895,False,F,55,Married,Other
30896,False,F,55,Married,Other
30897,False,F,30,Single,Professional
30898,False,F,30,Single,Professional
30899,False,M,25,Married,Other
30900,False,M,25,Married,Other
30901,False,M,25,Married,Other
30902,True,M,24,Single,Other
30903,True,M,24,Single,Other
30904,False,M,36,Married,Other
30905,False,M,36,Married,Other
30906,True,M,36,Married,Other
30907,True,M,23,Single,Student
30908,True,M,23,Single,Student
30909,False,M,23,Single,Student
30910,False,M,23,Single,Student
30911,False,M,54,Married,Professional
30912,False,M,54,Married,Professional
30913,False,M,54,Married,Professional
30914,False,M,54,Married,Professional
30915,False,M,28,Single,Other
30916,False,M,28,Single,Other
30917,False,M,28,Single,Other
30918,False,F,29,Single,Professional
30919,False,F,29,Single,Professional
30920,True,M,24,Single,Other
30921,True,M,24,Single,Other
30922,False,M,24,Single,Other
30923,False,M,24,Single,Other
30924,True,F,39,Married,Other
30925,False,F,39,Married,Other
30926,False,F,39,Married,Other
30927,False,M,22,Single,Sales
30928,False,M,22,Single,Sales
30929,False,M,22,Single,Sales
30930,False,M,22,Single,Sales
30931,True,M,20,Single,Trades
30932,True,M,20,Single,Trades
30933,False,M,20,Single,Trades
30934,False,M,33,Married,Trades
30935,False,M,33,Married,Trades
30936,False,M,33,Married,Trades
30937,False,M,33,Married,Trades
30938,False,M,33,Married,Trades
30939,False,M,33,Married,Trades
30940,False,M,38,Married,Executive
30941,False,M,38,Married,Executive
30942,False,M,38,Married,Executive
30943,False,M,38,Married,Executive
30944,False,F,37,Married,Other
30945,False,F,37,Married,Other
30946,False,F,37,Married,Other
30947,False,M,43,Married,Other
30948,False,M,43,Married,Other
30949,False,M,43,Married,Other
30950,False,M,43,Married,Other
30951,False,M,43,Married,Other
30952,True,M,22,Single,Other
30953,True,M,22,Single,Other
30954,False,M,22,Single,Other
30955,False,M,21,Single,Professional
30956,False,M,21,Single,Professional
30957,False,M,21,Single,Professional
30958,False,F,32,Married,Executive
30959,False,F,32,Married,Executive
30960,False,F,32,Married,Executive
30961,True,M,44,Married,Other
30962,False,M,44,Married,Other
30963,False,M,34,Married,Other
30964,False,M,34,Married,Other
30965,False,M,34,Married,Other
30966,False,M,38,Married,Trades
30967,True,M,38,Married,Trades
30968,False,M,38,Married,Trades
30969,False,F,22,Single,Other
30970,False,F,22,Single,Other
30971,False,F,22,Single,Other
30972,False,F,22,Single,Other
30973,False,M,39,Married,Executive
30974,False,M,39,Married,Executive
30975,False,M,25,Single,Other
30976,False,M,25,Single,Other
30977,False,M,25,Single,Other
30978,False,M,25,Single,Other
30979,False,M,25,Single,Other
30980,False,M,17,Single,Student
30981,False,M,17,Single,Student
30982,False,M,17,Single,Student
30983,False,M,17,Single,Student
30984,False,F,35,Married,Professional
30985,False,F,35,Married,Professional
30986,False,F,41,Married,Other
30987,False,F,44,Married,Executive
30988,False,M,39,Single,Professional
30989,False,M,38,Single,Sales
30990,False,F,22,Married,Other
30991,False,M,26,Single,Other
30992,False,M,26,Single,Other
30993,False,F,47,Unspecified,Hospitality
30994,False,M,43,Married,Trades
30995,False,M,49,Married,Professional
30996,False,M,49,Married,Professional
30997,False,M,49,Married,Professional
30998,False,M,49,Married,Professional
30999,False,F,26,Single,Other
31000,False,F,21,Single,Other
31001,False,F,20,Single,Other
31002,False,F,20,Single,Other
31003,True,M,27,Single,Trades
31004,False,M,27,Single,Trades
31005,False,F,46,Married,Executive
31006,False,F,51,Married,Other
31007,False,F,28,Single,Professional
31008,False,F,24,Married,Retail
31009,False,F,24,Married,Retail
31010,False,M,40,Married,Other
31011,False,M,40,Married,Other
31012,False,M,40,Married,Other
31013,False,F,32,Married,Other
31014,False,F,32,Married,Other
31015,False,F,30,Married,Other
31016,False,F,66,Married,Other
31017,False,F,23,Single,Other
31018,False,M,35,Single,Sales
31019,False,F,39,Married,Professional
31020,False,F,39,Married,Professional
31021,False,F,39,Married,Professional
31022,False,F,39,Married,Professional
31023,False,F,39,Married,Professional
31024,False,M,33,Married,Other
31025,False,M,33,Married,Other
31026,True,F,30,Married,Executive
31027,False,M,29,Married,Executive
31028,False,M,29,Married,Executive
31029,False,M,29,Married,Executive
31030,False,M,29,Married,Executive
31031,True,F,49,Married,Executive
31032,False,F,49,Married,Executive
31033,False,F,57,Married,Other
31034,False,F,28,Single,Other
31035,False,F,36,Married,Other
31036,False,F,36,Married,Other
31037,False,M,59,Married,Other
31038,False,M,59,Married,Other
31039,False,M,59,Married,Other
31040,False,F,43,Unspecified,Hospitality
31041,False,M,38,Married,Other
31042,False,F,27,Single,Professional
31043,False,M,33,Single,Other
31044,True,M,36,Unspecified,Sales
31045,False,M,36,Unspecified,Sales
31046,False,F,25,Single,Other
31047,False,M,34,Married,Other
31048,False,M,34,Married,Other
31049,False,F,24,Married,Retail
31050,False,F,24,Married,Retail
31051,False,M,41,Married,Trades
31052,False,F,32,Married,Executive
31053,False,F,40,Married,Other
31054,False,F,40,Married,Other
31055,False,F,21,Single,Retail
31056,False,M,21,Single,Student
31057,False,M,21,Single,Student
31058,False,M,25,Married,Sales
31059,False,M,25,Married,Sales
31060,False,M,23,Single,Retail
31061,False,F,27,Single,Retail
31062,False,M,44,Married,Sales
31063,False,F,26,Single,Sales
31064,False,F,29,Single,Professional
31065,False,F,32,Single,Professional
31066,False,M,34,Married,Executive
31067,False,M,34,Married,Executive
31068,False,F,31,Married,Retail
31069,False,F,31,Married,Retail
31070,False,F,31,Married,Retail
31071,False,F,31,Married,Retail
31072,False,F,31,Married,Retail
31073,False,M,44,Married,Executive
31074,False,M,44,Married,Executive
31075,False,M,44,Married,Executive
31076,False,M,44,Married,Executive
31077,False,M,44,Married,Executive
31078,False,M,41,Married,Trades
31079,False,F,39,Unspecified,Hospitality
31080,False,F,20,Single,Professional
31081,False,M,22,Single,Student
31082,False,M,22,Single,Student
31083,True,M,32,Married,Other
31084,False,M,32,Married,Other
31085,True,M,32,Married,Other
31086,False,M,32,Married,Other
31087,True,M,19,Single,Sales
31088,False,M,19,Single,Sales
31089,False,F,41,Married,Other
31090,False,M,59,Married,Other
31091,False,M,59,Married,Other
31092,False,M,28,Single,Student
31093,False,F,26,Married,Executive
31094,False,F,20,Single,Student
31095,False,F,48,Married,Sales
31096,False,M,35,Single,Executive
31097,False,F,29,Single,Professional
31098,False,F,46,Married,Other
31099,False,M,42,Married,Executive
31100,False,F,48,Married,Hospitality
31101,False,M,23,Single,Sales
31102,False,F,28,Married,Professional
31103,False,F,28,Married,Professional
31104,False,F,28,Married,Professional
31105,False,M,27,Single,Professional
31106,False,M,27,Single,Professional
31107,False,M,44,Married,Other
31108,False,M,44,Married,Other
31109,False,M,44,Married,Other
31110,False,M,27,Single,Other
31111,False,M,27,Single,Other
31112,False,M,27,Single,Other
31113,False,M,47,Married,Professional
31114,False,M,28,Married,Sales
31115,True,M,27,Single,Other
31116,True,M,27,Single,Other
31117,False,M,27,Single,Other
31118,False,M,27,Single,Other
31119,True,M,24,Single,Executive
31120,True,M,24,Single,Executive
31121,False,M,24,Single,Executive
31122,False,M,24,Single,Executive
31123,False,M,43,Unspecified,Trades
31124,False,M,43,Unspecified,Trades
31125,False,F,19,Single,Hospitality
31126,False,F,19,Single,Hospitality
31127,False,F,19,Single,Hospitality
31128,False,M,38,Married,Other
31129,False,M,25,Married,Other
31130,False,M,33,Single,Professional
31131,True,M,20,Single,Professional
31132,False,F,30,Unspecified,Hospitality
31133,False,F,30,Unspecified,Hospitality
31134,False,F,30,Unspecified,Hospitality
31135,False,F,21,Single,Sales
31136,False,M,28,Single,Sales
31137,False,F,46,Married,Retired
31138,False,F,59,Married,Other
31139,True,M,23,Single,Other
31140,False,M,23,Single,Other
31141,True,F,48,Married,Executive
31142,False,F,48,Married,Executive
31143,False,F,35,Unspecified,Professional
31144,False,F,35,Unspecified,Professional
31145,False,M,26,Married,Executive
31146,False,M,34,Single,Trades
31147,False,M,28,Single,Sales
31148,False,M,20,Single,Student
31149,False,F,35,Single,Other
31150,True,M,43,Married,Trades
31151,False,M,43,Married,Trades
31152,False,F,29,Married,Other
31153,False,F,29,Married,Other
31154,False,F,27,Single,Other
31155,False,M,37,Unspecified,Trades
31156,True,M,34,Married,Other
31157,False,F,20,Single,Other
31158,False,F,20,Single,Other
31159,False,F,20,Single,Other
31160,False,F,20,Single,Other
31161,False,F,20,Single,Other
31162,False,F,44,Married,Other
31163,False,M,26,Single,Professional
31164,False,M,35,Single,Executive
31165,True,M,35,Single,Executive
31166,False,F,24,Single,Other
31167,False,M,23,Single,Retail
31168,False,M,28,Married,Other
31169,False,M,28,Married,Other
31170,False,M,28,Married,Other
31171,False,M,28,Married,Other
31172,False,M,29,Single,Professional
31173,False,M,29,Single,Professional
31174,False,M,40,Single,Other
31175,False,M,40,Single,Other
31176,False,M,40,Single,Other
31177,False,M,40,Single,Other
31178,False,M,40,Married,Sales
31179,False,M,40,Married,Sales
31180,False,M,40,Married,Sales
31181,False,F,29,Unspecified,Sales
31182,False,F,32,Married,Other
31183,False,F,45,Married,Executive
31184,False,F,38,Single,Professional
31185,False,F,33,Married,Other
31186,False,F,28,Married,Professional
31187,False,F,28,Married,Professional
31188,False,F,26,Single,Other
31189,False,F,22,Single,Other
31190,True,F,45,Married,Executive
31191,False,F,45,Married,Executive
31192,False,M,32,Married,Executive
31193,False,M,32,Married,Executive
31194,False,F,24,Single,Hospitality
31195,False,F,24,Single,Hospitality
31196,False,M,33,Married,Other
31197,False,M,20,Single,Student
31198,False,M,20,Single,Student
31199,False,F,51,Married,Retired
31200,False,F,27,Married,Other
31201,False,M,29,Single,Professional
31202,False,M,29,Single,Professional
31203,False,M,35,Married,Sales
31204,True,M,35,Married,Sales
31205,False,F,44,Married,Other
31206,False,F,28,Single,Other
31207,False,F,25,Single,Other
31208,False,M,28,Married,Executive
31209,False,M,28,Married,Executive
31210,False,M,28,Married,Executive
31211,False,M,28,Married,Executive
31212,False,F,38,Single,Other
31213,False,F,31,Single,Professional
31214,False,M,25,Single,Professional
31215,False,M,30,Married,Trades
31216,False,F,27,Single,Other
31217,False,F,27,Single,Other
31218,False,M,47,Married,Retired
31219,False,F,43,Unspecified,Hospitality
31220,False,F,25,Single,Other
31221,False,F,25,Single,Other
31222,False,F,21,Single,Other
31223,False,F,21,Single,Other
31224,False,M,43,Unspecified,Trades
31225,False,F,41,Married,Professional
31226,False,F,31,Single,Other
31227,True,M,24,Single,Professional
31228,False,M,24,Single,Professional
31229,False,F,25,Single,Other
31230,False,F,25,Single,Other
31231,False,F,25,Single,Other
31232,True,F,20,Married,Retail
31233,False,F,40,Married,Sales
31234,False,F,40,Unspecified,Hospitality
31235,False,F,40,Unspecified,Hospitality
31236,False,M,32,Married,Other
31237,False,F,22,Single,Professional
31238,False,F,31,Married,Executive
31239,False,F,31,Married,Executive
31240,False,F,21,Single,Other
31241,False,F,45,Married,Executive
31242,False,F,45,Married,Executive
31243,False,M,34,Single,Professional
31244,False,M,34,Single,Professional
31245,True,F,37,Single,Professional
31246,False,F,37,Single,Professional
31247,False,F,31,Married,Other
31248,False,F,31,Married,Other
31249,False,M,39,Married,Executive
31250,False,M,39,Married,Executive
31251,False,F,27,Married,Other
31252,False,M,27,Married,Other
31253,False,M,27,Married,Other
31254,False,M,22,Single,Trades
31255,False,F,47,Married,Other
31256,False,F,47,Married,Other
31257,False,F,47,Married,Executive
31258,False,F,19,Single,Other
31259,False,M,31,Married,Other
31260,True,M,20,Single,Professional
31261,False,M,20,Single,Professional
31262,True,F,46,Married,Executive
31263,False,F,46,Married,Executive
31264,False,F,27,Married,Other
31265,True,F,27,Married,Other
31266,False,F,27,Married,Other
31267,False,F,20,Single,Other
31268,False,M,25,Single,Sales
31269,True,M,28,Single,Other
31270,False,M,28,Single,Other
31271,False,F,27,Married,Other
31272,False,F,27,Married,Other
31273,False,F,27,Married,Other
31274,False,F,27,Married,Other
31275,False,F,27,Married,Other
31276,False,M,26,Single,Other
31277,True,M,36,Married,Executive
31278,False,F,21,Single,Retail
31279,True,F,19,Single,Other
31280,False,F,19,Single,Other
31281,False,F,19,Single,Other
31282,False,M,26,Married,Sales
31283,False,M,26,Married,Sales
31284,False,M,26,Married,Sales
31285,False,F,37,Married,Other
31286,False,F,37,Married,Other
31287,False,M,27,Married,Other
31288,False,F,29,Single,Student
31289,True,M,30,Married,Other
31290,False,M,30,Married,Other
31291,False,F,34,Married,Executive
31292,False,M,37,Married,Trades
31293,False,F,23,Single,Professional
31294,False,F,31,Married,Other
31295,False,F,31,Married,Other
31296,False,F,20,Married,Other
31297,False,F,20,Married,Other
31298,False,M,37,Single,Other
31299,False,M,37,Single,Other
31300,False,F,33,Married,Other
31301,False,F,33,Married,Other
31302,False,M,33,Married,Trades
31303,False,M,29,Married,Other
31304,False,M,29,Married,Other
31305,False,M,48,Unspecified,Other
31306,False,F,18,Single,Professional
31307,False,F,44,Married,Retired
31308,True,M,36,Married,Executive
31309,False,F,37,Married,Other
31310,False,F,37,Married,Other
31311,False,M,28,Single,Professional
31312,False,F,19,Single,Other
31313,False,F,19,Single,Other
31314,False,M,26,Married,Other
31315,False,M,28,Single,Other
31316,False,M,28,Single,Other
31317,True,M,28,Single,Executive
31318,False,M,24,Single,Student
31319,False,F,27,Single,Other
31320,True,M,28,Single,Other
31321,False,F,40,Unspecified,Hospitality
31322,False,F,40,Unspecified,Hospitality
31323,False,F,23,Single,Hospitality
31324,False,F,23,Single,Hospitality
31325,False,M,38,Married,Other
31326,False,M,38,Married,Other
31327,True,M,23,Single,Professional
31328,False,M,43,Married,Trades
31329,False,M,43,Married,Trades
31330,False,M,43,Married,Trades
31331,False,M,39,Married,Sales
31332,False,M,39,Married,Sales
31333,False,F,28,Single,Retail
31334,False,F,22,Single,Other
31335,False,M,46,Married,Professional
31336,True,M,29,Single,Professional
31337,False,M,29,Single,Professional
31338,True,F,34,Unspecified,Other
31339,False,F,37,Married,Other
31340,False,F,42,Married,Other
31341,False,M,47,Married,Trades
31342,False,M,47,Married,Trades
31343,False,M,31,Married,Sales
31344,False,M,31,Married,Sales
31345,False,M,31,Married,Sales
31346,False,M,31,Married,Sales
31347,False,M,31,Married,Sales
31348,False,F,20,Single,Professional
31349,False,F,58,Married,Retired
31350,False,F,58,Married,Retired
31351,False,M,30,Single,Trades
31352,False,M,30,Single,Trades
31353,False,F,22,Single,Other
31354,False,M,28,Married,Executive
31355,False,M,28,Married,Executive
31356,True,M,28,Single,Sales
31357,False,M,28,Single,Sales
31358,False,F,33,Married,Hospitality
31359,False,F,33,Married,Hospitality
31360,False,F,33,Married,Hospitality
31361,False,F,30,Married,Retail
31362,False,M,18,Single,Student
31363,False,M,35,Married,Executive
31364,False,M,39,Single,Executive
31365,False,M,39,Single,Executive
31366,True,M,39,Single,Executive
31367,False,F,29,Single,Other
31368,False,F,23,Single,Other
31369,False,M,26,Married,Executive
31370,False,F,35,Single,Professional
31371,False,F,33,Married,Other
31372,False,F,36,Married,Other
31373,False,F,59,Married,Retired
31374,False,F,59,Married,Retired
31375,False,M,22,Single,Sales
31376,False,F,29,Single,Other
31377,False,M,33,Unspecified,Professional
31378,False,M,33,Unspecified,Professional
31379,False,M,19,Single,Other
31380,False,M,19,Single,Other
31381,False,M,30,Married,Executive
31382,False,F,49,Married,Executive
31383,False,F,49,Married,Executive
31384,False,M,27,Married,Other
31385,False,M,35,Married,Executive
31386,False,M,35,Married,Executive
31387,False,M,29,Single,Professional
31388,False,F,26,Single,Other
31389,False,F,26,Single,Other
31390,False,F,26,Single,Other
31391,True,M,29,Single,Trades
31392,False,M,29,Single,Trades
31393,False,M,40,Single,Executive
31394,False,M,40,Single,Executive
31395,False,M,40,Single,Executive
31396,True,M,22,Single,Other
31397,False,F,34,Married,Executive
31398,False,F,34,Married,Executive
31399,True,F,34,Married,Executive
31400,False,F,34,Married,Executive
31401,False,F,25,Married,Other
31402,False,M,26,Single,Professional
31403,False,M,26,Single,Professional
31404,False,M,21,Single,Professional
31405,False,F,30,Married,Executive
31406,False,F,54,Married,Retail
31407,False,F,38,Married,Executive
31408,True,M,27,Single,Professional
31409,False,F,43,Married,Other
31410,False,F,36,Married,Other
31411,False,F,36,Married,Other
31412,False,M,36,Married,Sales
31413,False,F,56,Married,Retired
31414,False,M,25,Married,Other
31415,True,M,29,Single,Student
31416,False,M,29,Single,Student
31417,False,F,27,Married,Other
31418,False,F,29,Single,Other
31419,False,M,29,Single,Other
31420,False,M,29,Single,Other
31421,False,M,29,Single,Other
31422,False,M,41,Married,Executive
31423,False,F,44,Married,Other
31424,False,M,43,Married,Executive
31425,False,M,43,Married,Executive
31426,False,F,45,Married,Other
31427,False,M,28,Single,Trades
31428,False,F,37,Married,Other
31429,False,F,39,Single,Professional
31430,True,M,29,Married,Sales
31431,True,M,25,Single,Other
31432,False,F,20,Single,Other
31433,False,M,39,Single,Sales
31434,False,F,42,Married,Other
31435,False,M,38,Married,Other
31436,False,M,38,Married,Other
31437,False,M,36,Single,Professional
31438,False,M,36,Single,Professional
31439,False,M,36,Single,Professional
31440,False,M,23,Single,Other
31441,False,M,23,Single,Other
31442,False,M,29,Single,Trades
31443,False,M,29,Single,Trades
31444,False,M,22,Single,Other
31445,False,M,58,Married,Trades
31446,False,M,58,Married,Trades
31447,True,M,28,Single,Other
31448,False,M,28,Single,Other
31449,True,M,20,Single,Other
31450,False,M,20,Single,Other
31451,False,M,58,Married,Other
31452,False,M,28,Single,Other
31453,False,M,20,Single,Student
31454,False,M,38,Married,Other
31455,False,F,45,Married,Other
31456,False,F,40,Unspecified,Hospitality
31457,False,M,28,Married,Professional
31458,False,M,35,Married,Sales
31459,False,F,25,Single,Retail
31460,False,F,32,Single,Professional
31461,False,F,46,Married,Executive
31462,False,F,46,Married,Executive
31463,False,F,46,Married,Executive
31464,False,F,46,Married,Executive
31465,False,F,39,Married,Other
31466,False,F,39,Married,Other
31467,False,F,39,Married,Other
31468,False,M,36,Married,Other
31469,False,M,36,Married,Other
31470,False,M,36,Married,Other
31471,True,F,30,Married,Other
31472,False,F,30,Married,Other
31473,False,F,33,Married,Hospitality
31474,False,M,51,Married,Other
31475,False,M,51,Married,Other
31476,False,M,51,Married,Other
31477,False,F,55,Married,Retired
31478,False,F,40,Married,Other
31479,False,M,28,Single,Trades
31480,False,M,41,Married,Executive
31481,False,M,43,Married,Other
31482,False,M,43,Married,Other
31483,False,M,36,Married,Executive
31484,False,M,20,Single,Other
31485,False,F,34,Married,Other
31486,False,F,34,Married,Other
31487,False,F,34,Married,Other
31488,False,F,34,Married,Other
31489,True,M,25,Single,Trades
31490,False,M,25,Single,Trades
31491,False,F,36,Married,Other
31492,False,F,35,Married,Other
31493,False,F,35,Married,Other
31494,False,F,35,Married,Other
31495,False,M,41,Married,Professional
31496,False,M,41,Married,Professional
31497,False,M,36,Married,Sales
31498,False,M,46,Married,Professional
31499,False,M,46,Married,Professional
31500,False,M,46,Married,Professional
31501,False,F,22,Single,Professional
31502,False,F,22,Single,Professional
